"Freq [MHz]","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='1meter'"
92,-9.84222813555881,-7.66397910975794,-3.37769251757323,-4.67106647128352,-4.76490524222133,-4.22118806101818,-3.5745939696876,-5.33668933931193,-3.30694981890625,-4.76706798064958,-5.1584913339241,-4.44439962829478,-4.07688276259046,-4.48727574594774,-3.15990329649012,-5.45456890999026,-5.44601647496293,-6.33521715877345,-3.08006316051657,-5.01598076677988,-4.9310156246724,-4.143883081724,-3.54814499440242,-4.1226839960509,-4.35436364583625,-6.2012356911599,-6.37124912340029,-5.62983114088286,-5.45636793545296,-3.7662044451221,-5.56468785554449,-6.51090366719115,-5.95500855303262,-3.24966293915043,-4.19007592454785,-5.39597211217942,-4.68949746954402,-4.66837242427488,-4.80307429138872,-3.46455709621366,-4.8264559992544,-5.08363475132373,-3.15606407212263,-4.39995854181804,-3.57562619120629,-5.96037475313162,-4.86028012164074,-6.07763571444726,-3.2120661324529,-3.54122167431999
93,-9.49194526604489,-7.39850340962935,-3.24847443175035,-4.53896830269527,-4.64980438300405,-4.05117190963723,-3.43696109798588,-5.1681419757443,-3.21253345371845,-4.63403892595619,-4.96767544831089,-4.28322745744182,-3.9435365403643,-4.35525786209352,-3.07359223190068,-5.26275013336193,-5.25103069992276,-6.13650394273945,-2.99664218661362,-4.88504567068264,-4.7548314918759,-3.99320240121809,-3.44495626299636,-4.01378151664207,-4.23429937259193,-5.98934161499439,-6.18029558107886,-5.47587299979842,-5.31180333003686,-3.67053874462657,-5.39516822083089,-6.31934842435417,-5.78313524163156,-3.16841481286235,-4.09354060193077,-5.23741130332442,-4.54654357851231,-4.5294244895688,-4.68314754134367,-3.37740631258021,-4.67906768444304,-4.94140493443453,-3.06281955964579,-4.28411589264054,-3.48036391458676,-5.79719801790415,-4.71686252508831,-5.91354587804001,-3.22376323684759,-3.45050308761913
94,-9.1646165602035,-7.15033472067922,-3.12809571088667,-4.4143938659024,-4.54060062335095,-3.8933204648416,-3.30782041980345,-5.00980453264778,-3.12391157929398,-4.50845199184584,-4.786846405577,-4.13287008509817,-3.81865018042028,-4.23165341814396,-2.99347620194866,-5.083237108821,-5.06931583380175,-5.9498880010074,-2.91846002154003,-4.76127225248973,-4.5920565045514,-3.85261181524937,-3.36369371923123,-3.91692284578937,-4.12091907704849,-5.78833988023151,-6.00001485027972,-5.33071582183466,-5.17538070624597,-3.58014470815392,-5.23463876586491,-6.13884573107177,-5.62127130631695,-3.09189785610796,-4.00217379936697,-5.08635791826615,-4.41183412034401,-4.40025528823209,-4.56999284183592,-3.29569631430227,-4.53941785402532,-4.80770327744221,-2.97531826291974,-4.17528150762517,-3.39029349974234,-5.64283809237903,-4.5812637099793,-5.75899323501853,-3.24977214838943,-3.36451739341956
95,-8.85814543245515,-6.91780824814188,-3.01624320338132,-4.29667472254681,-4.43680988274898,-3.74813186783997,-3.18644353847994,-4.86072487145322,-3.04057016734297,-4.38970501563943,-4.615366888387,-3.99281086432403,-3.70146266170946,-4.11572646429746,-2.91917056942859,-4.9156256142182,-4.90054160958951,-5.77421923685952,-2.84507034874766,-4.64403646468721,-4.44411193881071,-3.72147319298703,-3.30819430734824,-3.83182266009072,-4.01366608292011,-5.59767594028112,-5.8296284420959,-5.19361895290853,-5.04642176399247,-3.49463843904655,-5.08252121541677,-5.96846009850327,-5.46861482390796,-3.01973732657353,-3.91559886866401,-4.94250537164495,-4.28471315962646,-4.2807285938794,-4.46306991352719,-3.21910046602751,-4.40700331815085,-4.68176765410218,-2.89309109119471,-4.07289468090516,-3.30500577095897,-5.49673194490525,-4.4531160770198,-5.6131698541349,-3.28486880157151,-3.28291548864688
96,-8.5706453506761,-6.69946716782668,-2.91275520604252,-4.18522571771338,-4.3380071193725,-3.61666713941718,-3.07218411379891,-4.72007316039543,-2.96205833445943,-4.27726989272496,-4.45261729192203,-3.86269276859369,-3.59130261066048,-4.00682749044519,-2.85034045137319,-4.75974821610455,-4.74456196951313,-5.60849681401078,-2.77608048336143,-4.53278908294893,-4.31323626990885,-3.59912421137279,-3.28096365132393,-3.75775210219498,-3.91204989535922,-5.41687858676,-5.66842202599218,-5.0639330482464,-4.92433284197168,-3.41368043760613,-4.93827887240148,-5.80735930031661,-5.32445681317683,-2.95160381474612,-3.83348330822493,-4.80562185308644,-4.16458939915807,-4.17075549278875,-4.3619027854005,-3.14733561819845,-4.28134929395671,-4.56291792062598,-2.81571899585083,-3.97645781209714,-3.22413683854592,-5.35834003792438,-4.33203905458621,-5.47536066752171,-3.32281270057121,-3.20538938315934
97,-8.30043087102525,-6.49403496720043,-2.81760846657042,-4.0795331419464,-4.24381830546372,-3.50081070930487,-2.9644678281747,-4.58712390886129,-2.88797983585577,-4.17068177766035,-4.29801030726453,-3.74231329324938,-3.48757636962995,-3.90438164749676,-2.78669355706773,-4.61568011602368,-4.60130681949207,-5.45184687805913,-2.71114436269087,-4.4270454929033,-4.20237198705142,-3.48487049705901,-3.28002418015804,-3.69332349880216,-3.8156374099262,-5.24555688444566,-5.51574185972132,-4.94108699491921,-4.80859281109482,-3.33696936364166,-4.80141628708145,-5.65480212219933,-5.18816830945974,-2.88720742337019,-3.75553263410837,-4.67553644464456,-4.05092967887325,-4.07021984950838,-4.26607088028474,-3.08015590894607,-4.16201155487713,-4.45055797327568,-2.74282989857858,-3.88552842363629,-3.14736239077377,-5.22715070858229,-4.21763910303503,-5.34493137641264,-3.35786723509186,-3.13166683939864
98,-8.04600218411051,-6.30039109031944,-2.73090340163121,-3.97914479228399,-4.15391360631489,-3.40361273813402,-2.86278347586241,-4.46124097403557,-2.8179858713285,-4.06953000475951,-4.1509984558209,-3.63161546489729,-3.38975783076525,-3.80787882918674,-2.7279740580023,-4.48369954780899,-4.47061763934323,-5.30350405535128,-2.6499566029149,-4.32637708894073,-4.11437902605052,-3.37799154554063,-3.29599886518878,-3.63647622288293,-3.72404546875375,-5.08339480506656,-5.37099055930185,-4.82457686782591,-4.69874284866209,-3.26423676311199,-4.67147768560343,-5.51012752648985,-5.0591893317661,-2.82629278786684,-3.68148517874395,-4.55211864835663,-3.94325306218461,-3.97890588394245,-4.17520147417905,-3.01734739739694,-4.04857705861676,-4.34417083002564,-2.674100148079,-3.79971232965075,-3.0743928172182,-5.10268207478972,-4.10951672890996,-5.22131812271238,-3.38620763246113,-3.06150678080723
99,-7.80602719354568,-6.11754972374598,-2.65284640007475,-3.88366158682268,-4.06800155821157,-3.32965513260637,-2.76667511242559,-4.34186498334982,-2.75176897627349,-3.97345042600803,-4.01107670279194,-3.53067209970373,-3.29737975585581,-3.7168652798494,-2.67395731800978,-4.36416791750978,-4.35205004791456,-5.16279600455407,-2.59224744102683,-4.23040399591067,-4.05011141371076,-3.27775757423963,-3.31308204849411,-3.58475669655864,-3.63693452798679,-4.93014423839153,-5.23362264277809,-4.7139565765338,-4.59437777138801,-3.19524260043428,-4.54804469513415,-5.37274511916418,-4.93701947045275,-2.76863480059675,-3.61110766612541,-4.43525519946025,-3.84112549483896,-3.89644316261296,-4.08896329698596,-2.95872340056375,-3.94066356872412,-4.24330956622284,-2.60926494004869,-3.71865777042246,-3.00496902663792,-4.98448219415688,-4.00727554294609,-5.10401864608189,-3.4065357651277,-2.99469534601559
100,-7.57932331513135,-5.94464144113296,-2.58372826170867,-3.79273045794319,-3.98582408001972,-3.28518178721066,-2.67573517805991,-4.22850273288767,-2.68905781364209,-3.88211892413264,-3.87778187917113,-3.43965963235641,-3.21002634786081,-3.6309364608686,-2.62444534491907,-4.25729866462946,-4.24470266377478,-5.02913045128606,-2.53777841477235,-4.13878888255777,-4.00565729980679,-3.18345214837226,-3.31553248804042,-3.53581152460222,-3.5540032466767,-4.78561683232938,-5.10314011023694,-4.60882992362833,-4.49513866699111,-3.12977146599941,-4.43073372021535,-5.24212678929044,-4.82120985896252,-2.71403492621563,-3.54419143935681,-4.32482811576241,-3.74415500434188,-3.82228271666576,-4.00706108551799,-2.90412042986233,-3.83791863096727,-4.1475867637591,-2.54814707943421,-3.64205035922291,-2.93885884738995,-4.87212795562859,-3.91053052429528,-4.99258469245755,-3.41977203122891,-2.93104248767244
101,-7.36484013419103,-5.78089738585366,-2.52389815254957,-3.70603830396992,-3.90715218404592,-3.2772551945412,-2.58959849908235,-4.12071821166261,-2.62961271694788,-3.79524590519983,-3.75069025878039,-3.35881743826912,-3.12732687807875,-3.54973096083279,-2.57926285127888,-4.16282362857078,-4.14715264024663,-4.90198425489689,-2.48633866015446,-4.05123168066597,-3.97095065224186,-3.09439499775205,-3.29490432406475,-3.48785540667175,-3.4749838434621,-4.64967497778747,-4.97908821213746,-4.50884384573222,-4.40070661258688,-3.06762935094133,-4.3191932002246,-5.11779938938235,-4.71135632562958,-2.66231801508485,-3.48054923804964,-4.22069723670578,-3.6519873994772,-3.75571054857436,-3.9292309340096,-2.85339464238017,-3.74001815633696,-4.056664333514,-2.49072169783936,-3.56960871487254,-2.87585391833982,-4.76522299264234,-3.81891429665118,-4.88661547877917,-3.4282171754686,-2.87037903237683
102,-7.16164345972151,-5.62563567388828,-2.47373296076078,-3.62330682164907,-3.83178227631476,-3.31045609146495,-2.50793707108973,-4.01812497127031,-2.57322186175039,-3.71257161155653,-3.62941426971569,-3.28838911135958,-3.04895020509444,-3.47292527544472,-2.5382538325956,-4.07965309837582,-4.05755401850266,-4.78089414804266,-2.43774172759737,-3.96746505925155,-3.93271202229575,-3.00996066833794,-3.25173800272777,-3.4398953442026,-3.39963809592294,-4.52222218019961,-4.86105148741322,-4.41368264884839,-4.31079730657837,-3.00864089944798,-4.21310089299708,-4.99933833155401,-4.60709355048657,-2.61332953770536,-3.42001244048175,-4.12268921453431,-3.56430242616763,-3.69589414302976,-3.85523631484706,-2.80641873729804,-3.64666478481524,-3.97024468944877,-2.43723888772962,-3.50108067497905,-2.81576699430352,-4.66339474806284,-3.7320812174147,-4.785752051099,-3.4346814451305,-2.81255413238542
103,-6.96890097706281,-5.47824972142441,-2.43360260718276,-3.54428807530771,-3.75953295594857,-3.37971566764897,-2.43045553132097,-3.92037961474425,-2.51969796495536,-3.63386212468131,-3.51359899064932,-3.22854431588792,-2.97460004851815,-3.40022931561782,-2.5012785882309,-4.00572004529729,-3.97388287625332,-4.66544886080817,-2.39182283519017,-3.88725053107769,-3.88076459398609,-2.92959069408719,-3.19194527851904,-3.39166874505623,-3.32775388019913,-4.40319302772809,-4.74865010825903,-4.32306308229325,-4.22515647139821,-2.95264706378531,-4.11216127231709,-4.88636198474925,-4.50809007731279,-2.56693317618514,-3.3624286995506,-4.03059342067004,-3.48081033580943,-3.64194852117697,-3.78486466433941,-2.76307924010528,-3.55758614896841,-3.88806358256761,-2.38837869789364,-3.43624000244079,-2.75842960307364,-4.56629067357408,-3.64970956193155,-4.68967240014318,-3.44186644404213,-2.75743305131703
104,-6.78586951589617,-5.33819823163773,-2.40383265037622,-3.46876068503925,-3.69024223900333,-3.46206171050238,-2.35688723436427,-3.82717622114319,-2.46887542892987,-3.5589059503874,-3.40291881393547,-3.17928420546384,-2.90401090291328,-3.3313825279185,-2.46821112350197,-3.93819149910377,-3.89423726147957,-4.55528239671824,-2.34843649144936,-3.81037509096883,-3.81212714123287,-2.85279895471617,-3.12247725934084,-3.34341122185527,-3.25914216663042,-4.29254296131044,-4.6415365409706,-4.23673012187774,-4.14355590904529,-2.89950309942535,-4.01610308856766,-4.7785267701445,-4.41404405306502,-2.52300871941555,-3.30765991308385,-3.94416393430717,-3.40124882394387,-3.59300479016729,-3.71792444624567,-2.72327412705279,-3.47253311746185,-3.80988450816037,-2.34516766973546,-3.37488351223439,-2.70369000166322,-4.47357338840068,-3.57150224467853,-4.59808722068468,-3.45204327108932,-2.70489523550328
105,-6.61188385361839,-5.20499660681851,-2.38466632713107,-3.39652653734664,-3.62376514474936,-3.51881298835924,-2.28699085314296,-3.73824155617517,-2.42060786172438,-3.48751109715316,-3.29707445971796,-3.14034003479494,-2.83694449591341,-3.26615053208085,-2.43893688229926,-3.87404300892497,-3.81707775716443,-4.45006827173193,-2.30745443142655,-3.73664830316882,-3.72984966403902,-2.77917125801288,-3.04896930235131,-3.29560105402426,-3.19363440179294,-4.19023806242965,-4.53939251571638,-4.15445335445769,-4.0657901112016,-2.84907684775837,-3.92467711641807,-4.67552286374419,-4.32467958567134,-2.48145021738406,-3.25558047854534,-3.86312596095252,-3.3253802998585,-3.54826677635243,-3.65424262033575,-2.68691075013373,-3.39127807112131,-3.73549442580469,-2.3079876617964,-3.31682855735999,-2.65141138803811,-4.38491443151854,-3.49718651346998,-4.51073621954214,-3.46694586948124,-2.65483263036591
106,-6.44634692813734,-5.07820958238944,-2.37622883915905,-3.32740793856654,-3.55997159262851,-3.5167083030795,-2.22054743524855,-3.65333094604582,-2.37476591631409,-3.41950257316251,-3.19579039517237,-3.11108230112419,-2.77318670998478,-3.20432219685713,-2.41335076821006,-3.81073713372385,-3.74133942732414,-4.34951456196709,-2.26876381927701,-3.66589976928513,-3.63932719036659,-2.70836081918933,-2.97520897727898,-3.24876767229749,-3.13108021913844,-4.09624509136709,-4.44192628877169,-4.07602387352198,-3.99167334182133,-2.80124726223863,-3.83765409694974,-4.57707042648195,-4.23974362731421,-2.44216435725886,-3.20607579000477,-3.78718475490237,-3.25298945091522,-3.50704781881762,-3.59366245517306,-2.65390402914965,-3.31361324487857,-3.66470049477215,-2.27498054079316,-3.26191082258511,-2.60147033168916,-4.29998599540053,-3.42651297948435,-4.42738489230728,-3.48777924525175,-2.60714820757076
107,-6.28872131696092,-4.95744490708165,-2.37849706870905,-3.26124514500863,-3.49874456646662,-3.44966388294895,-2.15735785266414,-3.57222471323987,-2.33123540125838,-3.35472023968094,-3.09881263848701,-3.09046371846228,-2.71254490013277,-3.14570708883828,-2.39135541912573,-3.74667004119483,-3.66641627049745,-4.25335963351814,-2.23226567801117,-3.5979769199335,-3.54554222111334,-2.64008135384419,-2.90344258879511,-3.20338308308545,-3.07134543006614,-4.01052202397027,-4.34887017595656,-4.00125160990451,-3.92103712323674,-2.75590314078708,-3.75482287123975,-4.48291629246592,-4.15900330413843,-2.40506902983674,-3.15904094174679,-3.71603528942267,-3.18388106875024,-3.46878668707516,-3.53604163409988,-2.62417488241661,-3.23934915548495,-3.59732755837379,-2.24286484313073,-3.20998238270483,-2.55375539222183,-4.21844971819993,-3.35925425760478,-4.34782170158186,-3.5152691654726,-2.56175467397823
108,-6.13852183823483,-4.84234791814408,-2.39127783555501,-3.19789421477178,-3.43997850935632,-3.33606904169133,-2.09724059045322,-3.49472509027132,-2.28991562295213,-3.2930169682576,-3.00590689264298,-3.07701956621845,-2.65484555053038,-3.09013323974465,-2.37285970594088,-3.6812318584218,-3.59206593956886,-4.16136844986816,-2.19787351340466,-3.5327430826127,-3.45205973360607,-2.57409920423667,-2.83485786738006,-3.15981819107573,-3.01431025512421,-3.93300934229316,-4.25997833409801,-3.92996303361251,-3.85372806762788,-2.71294203310533,-3.67598869618123,-4.39283105523824,-4.08224362511649,-2.37009205988435,-3.114379608328,-3.64937134703916,-3.11787810778709,-3.4330464014776,-3.48125061149261,-2.5976488716385,-3.16831312557373,-3.53321616521311,-2.21000407479509,-3.16090998873442,-2.50816589995326,-4.13994128623223,-3.29520341169126,-4.2718556000356,-3.54971250133822,-2.5185733377885
109,-5.99530913658328,-4.73259688195938,-2.41419722182892,-3.13722513518015,-3.38357791825121,-3.20031713989605,-2.04002982692726,-3.4206535414636,-2.25071792604073,-3.23425705737653,-2.91685694484483,-3.06894021926947,-2.59993222194012,-3.03744518656285,-2.35777743048575,-3.61457304500295,-3.51828969043481,-4.07332937024383,-2.16551210420133,-3.47007578603829,-3.36107117848721,-2.51022550106687,-2.76998662627077,-3.11833793995053,-2.95986776150029,-3.86362232907417,-4.17502476717437,-3.86199917264292,-3.78960600462606,-2.67226929644551,-3.60097172986272,-4.30660650005304,-4.00926551287503,-2.33717007801065,-3.07200307544608,-3.58689320806853,-3.05481994963391,-3.39950176005503,-3.42917118306058,-2.57425503962715,-3.1003479083019,-3.47222097025572,-2.17688034306226,-3.11457355102587,-2.46461087649796,-4.06404952457363,-3.23417233567218,-4.19931385036083,-3.59101087580252,-2.47753311093214
110,-5.85868412783743,-4.62789898904221,-2.4467024261991,-3.07912018713431,-3.32945611196368,-3.06047200289365,-1.98557376408837,-3.34984843423337,-2.2135644038561,-3.17831487092687,-2.83146327206043,-3.0642132024462,-2.54766374921639,-2.98750224618775,-2.34602620147535,-3.54727346205184,-3.44522503103042,-3.98905136672936,-2.13511643501648,-3.40986526748941,-3.27376909776652,-2.44830896605665,-2.70898083680653,-3.079114701934,-2.90792247829191,-3.80224459495133,-4.09380153467096,-3.79721390289368,-3.72854236323176,-2.63379727749193,-3.52960567221675,-4.22405333727647,-3.93988410788175,-2.30624751513726,-3.03182939982,-3.52831356969836,-2.99456084984024,-3.36792120121654,-3.37969523954564,-2.55392492204647,-3.03531041254494,-3.41420940464251,-2.14452149503438,-3.07086479295397,-2.42300807664296,-3.99028975868523,-3.1759901540573,-4.13004010150835,-3.6386839396872,-2.43856962981479
111,-5.72828318948712,-4.52798690840572,-2.48807622157771,-3.02347251371904,-3.27753415012231,-2.92635612504018,-1.9337331727571,-3.28216301068556,-2.17838675511236,-3.12507366649134,-2.74954180367512,-3.06081128705712,-2.49791265437215,-2.94017699223173,-2.33752647018173,-3.48006208690199,-3.37306676644148,-3.90836159974508,-2.10663075189714,-3.3520131549428,-3.19071168350287,-2.38822964927173,-2.65178514071308,-3.04224742510713,-2.85838916546459,-3.74872302967051,-4.01611714111639,-3.73547247017129,-3.67041877241395,-2.59744460147254,-3.46173654623181,-4.14499919816659,-3.87392730472267,-2.27727570350241,-2.99378267951798,-3.47336166683394,-2.93696854614064,-3.3381473038071,-3.33272367784443,-2.53659171633835,-2.97307052584244,-3.3590605381237,-2.11364582204658,-3.02968605271516,-2.38328313558655,-3.91807631627263,-3.12050169207206,-4.06389268669975,-3.69186575419136,-2.40162447909482
112,-5.60377399656225,-4.43261582001935,-2.53746262835754,-2.97018486540546,-3.22773988386763,-2.80204081870037,-1.88438012176275,-3.21746361799812,-2.14512526674663,-3.07442458617409,-2.67092280402606,-3.05688780349823,-2.4505637458803,-2.89535390663328,-2.33220070987558,-3.41364051439972,-3.30201710012181,-3.83110330115176,-2.08000772345677,-3.29643130009512,-3.11208601317654,-2.32989368240963,-2.59823915165128,-3.00778030223635,-2.81119171608064,-3.70286431555965,-3.94179508747971,-3.67665021108925,-3.61512584994826,-2.56313555253904,-3.39722160535885,-4.06928685960417,-3.81123448545243,-2.25021207054431,-2.95779241891143,-3.42178577782679,-2.88192300970822,-3.31007862942379,-3.28816544748595,-2.52218959256508,-2.91351003055827,-3.30666408296694,-2.08460981645116,-2.99094921405736,-2.34536880793717,-3.84671555215964,-3.0675660428987,-4.00074311383172,-3.74929156156991,-2.36664450534079
113,-5.48485191489366,-4.34156085585108,-2.59390115395554,-2.91916849833203,-3.18000712176581,-2.68849029665635,-1.83739686493195,-3.15562816240964,-2.11372790583532,-3.02626578666876,-2.5954498481472,-3.0509379268289,-2.40551287923156,-2.85292818282704,-2.32997272495437,-3.34859954677086,-3.23225863962206,-3.75713392218785,-2.05520769297879,-3.24304074197514,-3.03787577911625,-2.27322900168357,-2.5481359995301,-2.97571850820023,-2.76626217445032,-3.66443307647347,-3.87067256690446,-3.6206314445391,-3.56256215342541,-2.53079953191975,-3.33592835352811,-3.99677266891901,-3.75165542032709,-2.22501941403762,-2.92379297475988,-3.37335440195988,-2.82931532308722,-3.28365425298119,-3.24593671368401,-2.5106531321699,-2.85652160771246,-3.25691950530966,-2.05754986211136,-2.95457474951737,-2.3092042868221,-3.77548456550448,-3.01705524457788,-3.94047472318992,-3.80928463150093,-2.33358120924932
114,-5.37123687496142,-4.2546148900656,-2.65636611863693,-2.8703422056041,-3.13427489669172,-2.58525486141969,-1.79267486340892,-3.09654475687772,-2.08414950606826,-2.98050168863568,-2.52297887249088,-3.04189642260105,-2.36266585742869,-2.81280466068391,-2.33076707717065,-3.28539674460998,-3.16394284990782,-3.68632351001649,-2.03219800896291,-3.19177078385558,-2.96796133254795,-2.21818192908934,-2.50125477451298,-2.94604048991266,-2.72353985542885,-3.63315166313629,-3.80259928902513,-3.56730850954991,-3.51263327106324,-2.50037058243229,-3.27773366522117,-3.92732514388683,-3.69504931076646,-2.2016652485693,-2.89172307190965,-3.32785642180604,-2.77904667038623,-3.25884138106193,-3.20596012095581,-2.5019168816914,-2.80200792243911,-3.2097352213109,-2.03249300607367,-2.92049086207454,-2.27473459310211,-3.70394718831307,-2.96885306964835,-3.88298149101315,-3.86975469853438,-2.30239020666135
115,-5.26267065966994,-4.17158662758006,-2.72380731069472,-2.82363146444376,-3.09048682135289,-2.49136082315117,-1.75011392413219,-3.04011053685531,-2.05635103640896,-2.93704232831922,-2.45337728859905,-3.02916238723859,-2.32193745317892,-2.77489687631582,-2.33450861757344,-3.22436564765672,-3.09718771544503,-3.61855328211488,-2.01095242334116,-3.14255816869758,-2.90217690853298,-2.16471447715061,-2.45737779806101,-2.91870712790937,-2.68297055224681,-3.60870150220933,-3.73743641878905,-3.51658092886009,-3.46525103310032,-2.47178696970376,-3.22252299418019,-3.86082372634634,-3.64128395325365,-2.18012121488866,-2.8615253787736,-3.28510054242388,-2.73102742701035,-3.23562590222814,-3.16816414363862,-2.49591500933176,-2.74988078486515,-3.16502786286202,-2.0094175481196,-2.88863271310471,-2.24191002608117,-3.63271656570796,-2.92285392484483,-3.82816696050784,-3.92822071531346,-2.27303074994001
116,-5.15891454838096,-4.09229894756882,-2.79518848492102,-2.77896768445145,-3.04859052175363,-2.40572593479314,-1.70962143813018,-2.98623062229702,-2.03029894137938,-2.89580279677475,-2.38652315196926,-3.01256087893727,-2.28325053714971,-2.7391262122651,-2.34112211374284,-3.16573735544138,-3.03208022585293,-3.5537143722883,-1.99145054807202,-3.09534634048351,-2.84034223890023,-2.11280224269864,-2.41629923322194,-2.89366835496774,-2.64450582208579,-3.59072586760417,-3.6750556172594,-3.46835468050854,-3.42033282723025,-2.44499081193378,-3.1701896604938,-3.79715767078266,-3.59023500616145,-2.16036254489524,-2.8331461341945,-3.24491425466772,-2.68517633771094,-3.21400545010865,-3.13248251161989,-2.49258105302307,-2.70006038027458,-3.12272160235461,-1.9882825281975,-2.85894172619796,-2.2106856682822,-3.56449948376328,-2.8789618548899,-3.77594328450268,-3.98187056956545,-2.24546530240528
117,-5.05974726744066,-4.01658746483825,-2.86952091831639,-2.73628754428868,-3.00853713928551,-2.32733230622781,-1.67111170473328,-2.93481720708748,-2.00596454394055,-2.85670275415875,-2.32230438112142,-2.99226316221234,-2.2465352988558,-2.70542113564368,-2.35053196268731,-3.10966407192,-2.96868093827902,-3.49170672590076,-1.97367736207936,-3.05008478058733,-2.78227931605949,-2.06243276804216,-2.37782883789811,-2.8708678260933,-2.60810234015702,-3.57883387413018,-3.61533817328879,-3.42254156229492,-3.37780100382704,-2.41992775129367,-3.12063420692121,-3.7362250517101,-3.54178534428223,-2.14236757607162,-2.80653481851971,-3.20714251789751,-2.64141977305675,-3.19398448229795,-3.0988537012778,-2.49184774930168,-2.65247456264147,-3.0827475290041,-1.96904135101543,-2.8313649578341,-2.18102093786542,-3.50395800477976,-2.83708964273807,-3.72623036613092,-4.02766801026867,-2.21965915948908
118,-4.96496320433915,-3.94429927741475,-2.94589018161011,-2.69553240582585,-2.970280893315,-2.25528523659566,-1.63450532988397,-2.88578875968322,-1.98332350324071,-2.81966600832029,-2.26061802353955,-2.96868973823374,-2.21172854861473,-2.6737165135175,-2.36266198042857,-3.0562400261147,-2.90702905554209,-3.43243812511604,-1.95762276157517,-3.00672840985081,-2.72782072252178,-2.01360426557466,-2.34179305676686,-2.85024614721675,-2.57372131435092,-3.57260544983664,-3.55817421622417,-3.37905863612876,-3.33758235867712,-2.39654666111774,-3.07376381637096,-3.67793187582289,-3.49582448820202,-2.12611731005626,-2.78164386276013,-3.17164630765608,-2.59969105559778,-3.17557090173504,-3.06722048305911,-2.49364693291698,-2.60705820592535,-3.04504307112079,-1.95164782411979,-2.80585452713217,-2.15287918312426,-3.45466378198576,-2.79715799797225,-3.67895508579718,-4.0625112929884,-2.19558011110567
119,-4.87437084864055,-3.87529187333225,-3.02347527950039,-2.6566477962706,-2.93377869715553,-2.18882212100927,-1.59972868850195,-2.83906932096133,-1.962355320611,-2.78462014846312,-2.20136956608816,-2.94241580987143,-2.17877309059778,-2.64395299629921,-2.37743525985746,-3.0055183422546,-2.84714722391878,-3.37582332764409,-1.94328114772228,-2.96523704832593,-2.67681325530301,-1.96632462018585,-2.30803470822028,-2.83174306186448,-2.54132795364142,-3.57159701703075,-3.50346200094001,-3.33782774114292,-3.29960768262095,-2.37479938394053,-3.02949178342052,-3.62219128671814,-3.45224809766189,-2.11159501080793,-2.7584283905991,-3.13830113111799,-2.55992984802177,-3.15877381601348,-3.03752951833819,-2.49790949769179,-2.56375260788511,-3.00955145992013,-1.93605864966779,-2.78236709793667,-2.12622731422785,-3.41580877785105,-2.75909482501764,-3.63405060427978,-4.08343863721683,-2.17319814044697
120,-4.78779142801684,-3.80943217358288,-3.10156019676126,-2.61958295004704,-2.89898982118611,-2.12730167276536,-1.56671344237121,-2.79458788714026,-1.94304288813478,-2.75149622596222,-2.14447228795595,-2.91409133801812,-2.14761715835742,-2.6160764611622,-2.39477408893491,-2.95752390731151,-2.78904570767112,-3.3217833047737,-1.93065104638283,-2.92557492574426,-2.62911898313413,-1.920610600625,-2.27641197842422,-2.81529889618679,-2.5108909843799,-3.57534760366353,-3.45110725750398,-3.29877506603421,-3.26381136895981,-2.35464049619232,-2.98773703364077,-3.56892285157458,-3.41095751974437,-2.09878583845788,-2.73684598877941,-3.10699557883579,-2.52208159650885,-3.14360211101403,-3.00973099923836,-2.50456540973288,-2.5225049415543,-2.97622123123946,-1.92223427839061,-2.76086340740154,-2.1010354680093,-3.38336823532747,-2.72283456316953,-3.59145573318177,-4.08786351747542,-2.15248515502797
